url,date
https://www.thedrive.com/the-war-zone/25803/this-is-what-color-night-vision-looks-like-and-it-stands-to-be-a-game-changer,2019-01-04
https://www.thedrive.com/the-war-zone/25786/ukrainian-il-76-airlifter-that-was-tracked-across-u-s-delivered-radar-asset-to-utah-air-base,2019-01-03
https://www.thedrive.com/the-war-zone/25838/a-u-2-spy-plane-just-did-the-flyover-for-the-college-football-national-championship-game,2019-01-07
https://www.thedrive.com/the-war-zone/25754/spain-to-pits-its-eurofighters-against-frances-stealth-unmanned-combat-air-vehicle,2019-01-02
https://www.thedrive.com/the-war-zone/25738/finish-out-your-new-years-day-with-some-of-the-war-zones-best-reads-of-2018,2019-01-01
https://www.thedrive.com/the-war-zone/25781/chinas-historic-mission-to-the-dark-side-of-the-moon-is-about-more-than-science,2019-01-03
https://www.thedrive.com/the-war-zone/25763/russia-projects-heavy-airpower-in-the-arctic-from-constellation-of-new-and-improved-bases,2019-01-02
https://www.thedrive.com/the-war-zone/25762/trump-said-he-found-the-greatest-room-hed-ever-seen-deep-in-the-pentagon-heres-what-he-meant,2019-01-03
https://www.thedrive.com/the-war-zone/25314/the-mysterious-saga-of-the-usafs-hunt-for-a-stealth-special-operations-transport-part-1,2019-01-07
https://www.thedrive.com/the-war-zone/25797/no-iran-isnt-about-to-send-a-stealth-destroyer-to-venezuela-or-off-the-coast-of-the-u-s,2019-01-04
https://www.thedrive.com/the-war-zone/25820/listen-to-this-incredible-audio-of-israel-f-15-pilots-losing-their-canopy-at-30000-feet,2019-01-07
https://www.thedrive.com/the-war-zone/25807/bunker-talk-lets-chat-about-all-the-stories-we-did-and-didnt-report-on-this-week-3,2019-01-05
https://www.thedrive.com/the-war-zone/24147/china-says-h-20-stealth-bomber-makes-great-progress-stirring-talk-of-a-first-flight-soon,2018-10-10
https://www.thedrive.com/the-war-zone/24081/bunker-talk-lets-talk-about-all-the-stories-we-didnt-report-on-this-week-3,2018-10-05
https://www.thedrive.com/the-war-zone/24138/here-are-some-of-the-most-interesting-items-on-display-at-the-armys-huge-arms-expo,2018-10-10
https://www.thedrive.com/the-war-zone/24075/that-vvip-747-8i-jumbo-jet-qatar-gifted-to-erdogan-has-reemerged-wearing-turkish-colors,2018-10-05
https://www.thedrive.com/the-war-zone/24139/uss-desert-ship-sits-in-a-sea-of-sand-and-launched-the-navy-to-the-forefront-of-missile-tech,2018-10-09
https://www.thedrive.com/the-war-zone/24111/northrop-grumman-shows-off-shipping-container-launched-anti-radiation-missile-concept,2018-10-08
https://www.thedrive.com/the-war-zone/24078/darpas-virus-carrying-bugs-arent-officially-weapons-but-it-sure-sounds-like-they-could-be,2018-10-05
https://www.thedrive.com/the-war-zone/24077/readiness-of-navy-and-marine-aircraft-and-crews-is-improving-but-its-still-pretty-dismal,2018-10-06
